
Case 100
60, 264
70, 442

Case 4400
10, 477
20, 332
30, 535
40, 523
50, 466
60, 243
70, 448

Case 4500
10, 938
20, 724
30, 434
40, 445
50, 508
60, 251
70, 658

Case 4600
10, 1308
20, 658
30, 516
40, 435
50, 568
60, 290
70, 611

Case 4700
10, 764
20, 575
30, 409
40, 258
50, 526
60, 380
70, 695

Case 4800
10, 520
20, 333
30, 332
40, 303
50, 332
60, 331
70, 371

Case 4900
10, 375
20, 393
30, 258
40, 210
50, 361
60, 321
70, 401

Case 5000
10, 507
20, 463
30, 377
40, 286
50, 359
60, 321
70, 575

Case 5100
10, 557
20, 302
30, 284
40, 216
50, 382
60, 239
70, 618

Case 5200
10, 804
20, 490
30, 422
40, 408
50, 375
60, 289
70, 505

Case 5300
10, 647
20, 387
30, 335
40, 318
50, 401
60, 292
70, 439

Case 5400
10, 603
20, 376
30, 372
40, 336
50, 360
60, 330
70, 460

Case 5500
10, 508
20, 469
30, 390
40, 258
50, 424
60, 291
70, 412

Case 5600
10, 395
20, 429
30, 368
40, 291
50, 286
60, 310
70, 340

Case 5700
10, 499
20, 337
30, 376
40, 235
50, 252
60, 253
70, 361

Case 5800
10, 506
20, 286
30, 334
40, 293
50, 306
60, 274
70, 344

Case 5900
10, 438
20, 350
30, 328
40, 280
50, 261
60, 242
70, 344

Case 6000
10, 578
20, 267
30, 364
40, 287
50, 369
60, 294
70, 395

Case 6100
10, 506
20, 567
30, 513
40, 487
50, 484
60, 500
70, 1128

Case 6200
10, 1156
20, 521
30, 521
40, 285
50, 428
60, 370
70, 396

Case 6300
10, 1919
20, 540
30, 629
40, 391
50, 271
60, 253
70, 716

Case 6400
10, 520
20, 395
30, 309
40, 366
50, 308
60, 268
70, 326

Case 6500
10, 448
20, 346
30, 522
40, 478
50, 519
60, 506
70, 525

Case 6600
10, 1227
20, 551
30, 577
40, 387
50, 513
60, 322
70, 473

Case 6700
10, 1194
20, 354
30, 315
40, 433
50, 428
60, 296
70, 411

Case 6800
10, 1066
20, 490
30, 597
40, 584
50, 579
60, 470
70, 689

Case 6900
10, 890
20, 565
30, 523
40, 487
50, 533
60, 310
70, 1683

Case 7000
10, 848
20, 653
30, 615
40, 471
50, 927
60, 523
70, 1117

Case 7100
10, 1414
20, 579
30, 746
40, 752
50, 742
60, 507
70, 818

Case 7200
10, 601
20, 616
30, 566
40, 503
50, 630
60, 568
70, 650

Case 7300
10, 650
20, 558
30, 565
40, 473
50, 686
60, 530
70, 698

Case 7400
10, 967
20, 747
30, 636
40, 792
50, 879
60, 634
70, 1506

Case 7500
10, 602
20, 592
30, 649
40, 658
50, 545
60, 590
70, 673

Case 7600
10, 1007
20, 740
30, 678
40, 574
50, 760
60, 516
70, 837

Case 7700
10, 865
20, 654
30, 1030
40, 921
50, 904
60, 692
70, 815

Case 7800
10, 1048
20, 856
30, 842
40, 513
50, 662
60, 773
70, 1211

Case 7900
10, 782
20, 615
30, 662
40, 561
50, 648
60, 590
70, 645

Case 8000
10, 532
20, 717
30, 530
40, 580
50, 722
60, 604
70, 689

Case 8100
10, 1006
20, 815
30, 666
40, 551
50, 750
60, 501
70, 1200

Case 8200
10, 2232
20, 658
30, 898
40, 617
50, 948
60, 481
70, 782

Case 8300
10, 504
20, 500
30, 631
40, 573
50, 595
60, 534
70, 892

Case 8400
10, 718
20, 652
30, 591
40, 655
50, 659
60, 522
70, 712

Case 8500
10, 709
20, 508
30, 649
40, 515
50, 595
60, 532
70, 628

Case 8600
10, 571
20, 631
30, 592
40, 551
50, 713
60, 570
70, 670

Case 8700
10, 623
20, 620
30, 646
40, 560
50, 644
60, 532
70, 602

Case 8800
10, 808
20, 550
30, 588
40, 552
50, 589
60, 569
70, 679

Case 8900
10, 648
20, 635
30, 680
40, 694
50, 709
60, 531
70, 718

Case 9000
10, 772
20, 707
30, 775
40, 557
50, 642
60, 621
70, 638

Case 9100
10, 816
20, 313
30, 466
40, 443
50, 449
60, 289
70, 491

Case 9200
10, 632
20, 509
30, 607
40, 577
50, 764
60, 535
70, 760

Case 9300
10, 973
20, 706
30, 593
40, 565
50, 580
60, 488
70, 530

Case 9400
10, 893
20, 537
30, 683
40, 530
50, 754
60, 621
70, 776

Case 9500
10, 1829
20, 751
30, 703
40, 1007
50, 780
60, 555
70, 941

Case 9600
10, 2291
20, 996
30, 677
40, 749
50, 815
60, 567
70, 925

Case 9700
10, 1023
20, 774
30, 521
40, 524
50, 587
60, 286
70, 712

Case 9800
10, 1200
20, 776
30, 731
40, 490
50, 423
60, 305
70, 746

Case 9900
10, 794
20, 420
30, 397
40, 384
50, 339
60, 373
70, 453

Case 10000
10, 564
20, 383
30, 383
40, 274
50, 530
60, 362
70, 446

Case 100
10, 1264
20, 426
30, 476
40, 500
50, 561
60, 452
70, 487

Case 200
10, 497
20, 285
30, 538
40, 340
50, 611
60, 243
70, 1041

Case 300
10, 507
20, 485
30, 505
40, 348
50, 497
60, 315
70, 708

Case 400
10, 531
20, 455
30, 710
40, 494
50, 484
60, 270
70, 564

Case 500
10, 1027
20, 603
30, 623
40, 617
50, 597
60, 391
70, 827

Case 600
10, 719
20, 750
30, 912
40, 687
50, 617
60, 392
70, 700

Case 700
10, 1103
20, 907
30, 566
40, 375
50, 634
60, 369
70, 698

Case 800
10, 679
20, 393
30, 450
40, 488
50, 464
60, 437
70, 543

Case 900
10, 582
20, 312
30, 327
40, 285
50, 752
60, 376
70, 529

Case 1000
10, 583
20, 462
30, 440
40, 317
50, 422
60, 433
70, 453

Case 1100
10, 1702
20, 738
30, 730
40, 710
50, 373
60, 736
70, 664

Case 1200
10, 398
20, 355
30, 429
40, 268
50, 379
60, 335
70, 412

Case 1300
10, 317
20, 223
30, 332
40, 241
50, 410
60, 283
70, 430

Case 1400
10, 498
20, 242
30, 234
40, 318
50, 323
60, 211
70, 358

Case 1500
10, 254
20, 610
30, 237
40, 244
50, 248
60, 219
70, 271

Case 1600
10, 325
20, 330
30, 253
40, 226
50, 211
60, 243
70, 275

Case 1700
10, 523
20, 475
30, 543
40, 408
50, 400
60, 537
70, 652

Case 1800
10, 696
20, 580
30, 553
40, 503
50, 547
60, 406
70, 759

Case 1900
10, 774
20, 846
30, 602
40, 280
50, 335
60, 290
70, 420

Case 2000
10, 862
20, 409
30, 513
40, 508
50, 569
60, 497
70, 617

Case 2100
10, 482
20, 403
30, 475
40, 357
50, 404
60, 395
70, 353

Case 2200
10, 461
20, 452
30, 477
40, 410
50, 431
60, 451
70, 442

Case 2300
10, 419
20, 448
30, 485
40, 323
50, 480
60, 373
70, 390

Case 2400
10, 501
20, 464
30, 431
40, 365
50, 419
60, 351
70, 386

Case 2500
10, 494
20, 541
30, 454
40, 439
50, 521
60, 441
70, 579

Case 2600
10, 579
20, 541
30, 603
40, 513
50, 504
60, 442
70, 605

Case 2700
10, 564
20, 468
30, 458
40, 359
50, 500
60, 437
70, 554

Case 2800
10, 581
20, 478
30, 533
40, 427
50, 546
60, 515
70, 589

Case 2900
10, 649
20, 672
30, 676
40, 480
50, 395
60, 363
70, 796

Case 3000
10, 587
20, 400
30, 365
40, 334
50, 363
60, 284
70, 442

Case 3100
10, 444
20, 274
30, 303
40, 291
50, 360
60, 331
70, 428

Case 3200
10, 504
20, 326
30, 383
40, 225
50, 271
60, 230
70, 352

Case 3300
10, 624
20, 534
30, 383
40, 448
50, 329
60, 268
70, 728

Case 3400
10, 548
20, 237
30, 224
40, 242
50, 250
60, 232
70, 303

Case 3500
10, 318
20, 283
30, 218
40, 180
50, 291
60, 177
70, 231

Case 3600
10, 516
20, 311
30, 335
40, 295
50, 402
60, 308
70, 353

Case 3700
10, 624
20, 287
30, 314
40, 306
50, 288
60, 229
70, 414

Case 3800
10, 1783
20, 686
30, 450
40, 503
50, 476
60, 475
70, 980

Case 3900
10, 642
20, 308
30, 355
40, 542
50, 377
60, 260
70, 635

Case 4000
10, 819
20, 366
30, 399
40, 616
50, 775
60, 475
70, 986

Case 4100
10, 704
20, 743
30, 403
40, 299
50, 409
60, 372
70, 429

Case 4200
10, 1018
20, 941
30, 591
40, 396
50, 559
60, 422
70, 507

Case 4300
10, 551
20, 330
30, 297
40, 269
50, 330
60, 273
70, 391

Case 4400
10, 833
20, 257
30, 211
40, 210
50, 241
60, 226
70, 381

Case 4500
10, 376
20, 304
30, 196
40, 198
50, 238
60, 190
70, 221

Case 4600
10, 324
20, 278
30, 307
40, 236
50, 254
60, 251
70, 252

Case 4700
10, 354
20, 265
30, 265
40, 200
50, 230
60, 235
70, 256

Case 4800
10, 283
20, 196
30, 248
40, 225
50, 265
60, 225
70, 290

Case 4900
10, 371
20, 208
30, 396
40, 221
50, 319
60, 203
70, 245

Case 5000
10, 286
20, 211
30, 277
40, 254
50, 247
60, 215
70, 359

Case 5100
10, 912
20, 478
30, 692
40, 371
50, 489
60, 496
70, 581

Case 5200
10, 1102
20, 600
30, 577
40, 488
50, 549
60, 473
70, 806

Case 5300
10, 519
20, 333
30, 364
40, 245
50, 304
60, 275
70, 410

Case 5400
10, 581
20, 327
30, 440
40, 420
50, 407
60, 289
70, 357

Case 5500
10, 444
20, 465
30, 605
40, 278
50, 363
60, 376
70, 417

Case 5600
10, 382
20, 259
30, 253
40, 149
50, 400
60, 218
70, 268

Case 5700
10, 1070
20, 313
30, 282
40, 257
50, 310
60, 225
70, 290

Case 5800
10, 727
20, 660
30, 266
40, 286
50, 344
60, 215
70, 343

Case 5900
10, 489
20, 315
30, 276
40, 227
50, 234
60, 208
70, 336

Case 6000
10, 1512
20, 310
30, 319
40, 638
50, 604
60, 464
70, 637

Case 6100
10, 916
20, 352
30, 419
40, 262
50, 510
60, 361
70, 519

Case 6200
10, 445
20, 346
30, 368
40, 255
50, 428
60, 263
70, 389

Case 6300
10, 472
20, 305
30, 412
40, 335
50, 338
60, 226
70, 430

Case 6400
10, 586
20, 369
30, 495
40, 479
50, 601
60, 563
70, 576

Case 6500
10, 671
20, 411
30, 330
40, 362
50, 387
60, 283
70, 380

Case 6600
10, 494
20, 312
30, 338
40, 339
50, 346
60, 256
70, 345

Case 6700
10, 494
20, 432
30, 336
40, 260
50, 373
60, 297
70, 328

Case 6800
10, 521
20, 342
30, 296
40, 283
50, 295
60, 231
70, 331

Case 6900
10, 449
20, 297
30, 302
40, 238
50, 326
60, 278
70, 458

Case 7000
10, 439
20, 273
30, 218
40, 255
50, 242
60, 198
70, 296

Case 7100
10, 394
20, 280
30, 247
40, 246
50, 267
60, 203
70, 231

Case 7200
10, 339
20, 299
30, 375
40, 278
50, 347
60, 298
70, 465

Case 7300
10, 1075
20, 375
30, 474
40, 469
50, 494
60, 356
70, 561

Case 7400
10, 515
20, 223
30, 249
40, 227
50, 309
60, 215
70, 351

Case 7500
10, 392
20, 267
30, 265
40, 209
50, 234
60, 214
70, 282

Case 7600
10, 343
20, 271
30, 206
40, 218
50, 252
60, 198
70, 250

Case 7700
10, 513
20, 220
30, 238
40, 194
50, 288
60, 203
70, 322

Case 7800
10, 427
20, 238
30, 240
40, 213
50, 281
60, 217
70, 293

Case 7900
10, 442
20, 392
30, 386
40, 327
50, 393
60, 318
70, 401

Case 8000
10, 476
20, 204
30, 208
40, 208
50, 381
60, 279
70, 389

Case 8100
10, 544
20, 234
30, 238
40, 180
50, 370
60, 226
70, 418

Case 8200
10, 316
20, 258
30, 253
40, 219
50, 386
60, 257
70, 307

Case 8300
10, 335
20, 244
30, 245
40, 213
50, 361
60, 239
70, 315

Case 8400
10, 509
20, 318
30, 292
40, 287
50, 342
60, 223
70, 522

Case 8500
10, 420
20, 229
30, 258
40, 294
50, 310
60, 198
70, 400

Case 8600
10, 418
20, 327
30, 202
40, 207
50, 300
60, 257
70, 356

Case 8700
10, 412
20, 255
30, 244
40, 235
50, 308
60, 301
70, 369

Case 8800
10, 387
20, 268
30, 241
40, 185
50, 278
60, 237
70, 308

Case 8900
10, 375
20, 265
30, 233
40, 275
50, 395
60, 264
70, 454

Case 9000
10, 824
20, 396
30, 378
40, 289
50, 378
60, 400
70, 504

Case 9100
10, 730
20, 486
30, 443
40, 319
50, 393
60, 308
70, 411

Case 9200
10, 1550
20, 383
30, 416
40, 557
50, 531
60, 426
70, 881

Case 9300
10, 1538
20, 696
30, 439
40, 335
50, 626
60, 383
70, 523

Case 9400
10, 817
20, 262
30, 286
40, 257
50, 485
60, 389
70, 493

Case 9500
10, 520
20, 247
30, 227
40, 204
50, 237
60, 202
70, 369

Case 9600
10, 520
20, 285
30, 254
40, 190
50, 300
60, 218
70, 306

Case 9700
10, 670
20, 262
30, 189
40, 368
50, 221
60, 212
70, 343

Case 9800
10, 459
20, 243
30, 195
40, 223
50, 241
60, 213
70, 376

Case 9900
10, 448
20, 264
30, 258
40, 193
50, 257
60, 210
70, 302

Case 10000
10, 513
20, 244
30, 268
40, 178
50, 270
60, 253
70, 281
